variables=x1, x2, respond
-1.9 1.20737e-15 1311.62
-1.9 0.05 1275.77
-1.9 0.1 1240.42
-1.9 0.15 1205.57
-1.9 0.2 1171.22
-1.9 0.25 1137.37
-1.9 0.3 1104.02
-1.9 0.35 1071.17
-1.9 0.4 1038.82
-1.9 0.45 1006.97
-1.9 0.5 975.62
-1.9 0.55 944.77
-1.9 0.6 914.42
-1.9 0.65 884.57
-1.9 0.7 855.22
-1.9 0.75 826.37
-1.9 0.8 798.02
-1.9 0.85 770.17
-1.9 0.9 742.82
-1.9 0.95 715.97
-1.9 1 689.62
-1.9 1.05 663.77
-1.9 1.1 638.42
-1.9 1.15 613.57
-1.9 1.2 589.22
-1.9 1.25 565.37
-1.9 1.3 542.02
-1.9 1.35 519.17
-1.9 1.4 496.82
-1.9 1.45 474.97
-1.9 1.5 453.62
-1.9 1.55 432.77
-1.9 1.6 412.42
-1.9 1.65 392.57
-1.9 1.7 373.22
-1.9 1.75 354.37
-1.9 1.8 336.02
-1.9 1.85 318.17
-1.9 1.9 300.82
-1.9 1.95 283.97
-1.9 2 267.62
-1.85 -2 2948.47
-1.85 -1.95 2894.5
-1.85 -1.9 2841.02
-1.85 -1.85 2788.05
-1.85 -1.8 2735.57
-1.85 -1.75 2683.6
-1.85 -1.7 2632.12
-1.85 -1.65 2581.15
-1.85 -1.6 2530.67
-1.85 -1.55 2480.7
-1.85 -1.5 2431.22
-1.85 -1.45 2382.25
-1.85 -1.4 2333.77
-1.85 -1.35 2285.8
-1.85 -1.3 2238.32
-1.85 -1.25 2191.35
-1.85 -1.2 2144.87
-1.85 -1.15 2098.9
-1.85 -1.1 2053.42
-1.85 -1.05 2008.45
-1.85 -1 1963.97
-1.85 -0.95 1920
-1.85 -0.9 1876.52
-1.85 -0.85 1833.55
-1.85 -0.8 1791.07
-1.85 -0.75 1749.1
-1.85 -0.7 1707.62
-1.85 -0.65 1666.65
-1.85 -0.6 1626.17
-1.85 -0.55 1586.2
-1.85 -0.5 1546.72
-1.85 -0.45 1507.75
-1.85 -0.4 1469.27
-1.85 -0.35 1431.3
-1.85 -0.3 1393.82
-1.85 -0.25 1356.85
-1.85 -0.2 1320.37
-1.85 -0.15 1284.4
-1.85 -0.1 1248.92
-1.85 -0.05 1213.95
-1.85 1.20737e-15 1179.47
-1.85 0.05 1145.5
-1.85 0.1 1112.02
-1.85 0.15 1079.05
-1.85 0.2 1046.57
-1.85 0.25 1014.6
-1.85 0.3 983.123
-1.85 0.35 952.148
-1.85 0.4 921.673
-1.85 0.45 891.698
-1.85 0.5 862.223
-1.85 0.55 833.248
-1.85 0.6 804.773
-1.85 0.65 776.798
-1.85 0.7 749.323
-1.85 0.75 722.348
-1.85 0.8 695.873
-1.85 0.85 669.898
-1.85 0.9 644.423
-1.85 0.95 619.448
-1.85 1 594.973
-1.85 1.05 570.998
-1.85 1.1 547.523
-1.85 1.15 524.548
-1.85 1.2 502.073
-1.85 1.25 480.098
-1.85 1.3 458.623
-1.85 1.35 437.648
-1.85 1.4 417.173
-1.85 1.45 397.198
-1.85 1.5 377.723
-1.85 1.55 358.748
-1.85 1.6 340.273
-1.85 1.65 322.298
-1.85 1.7 304.823
-1.85 1.75 287.848
-1.85 1.8 271.373
-1.85 1.85 255.398
-1.85 1.9 239.923
-1.85 1.95 224.948
-1.85 2 210.473
-1.8 -2 2753.6
-1.8 -1.95 2701.45
-1.8 -1.9 2649.8
-1.8 -1.85 2598.65
-1.8 -1.8 2548
-1.8 -1.75 2497.85
-1.8 -1.7 2448.2
-1.8 -1.65 2399.05
-1.8 -1.6 2350.4
-1.8 -1.55 2302.25
-1.8 -1.5 2254.6
-1.8 -1.45 2207.45
-1.8 -1.4 2160.8
-1.8 -1.35 2114.65
-1.8 -1.3 2069
-1.8 -1.25 2023.85
-1.8 -1.2 1979.2
-1.8 -1.15 1935.05
-1.8 -1.1 1891.4
-1.8 -1.05 1848.25
-1.8 -1 1805.6
-1.8 -0.95 1763.45
-1.8 -0.9 1721.8
-1.8 -0.85 1680.65
-1.8 -0.8 1640
-1.8 -0.75 1599.85
-1.8 -0.7 1560.2
-1.8 -0.65 1521.05
-1.8 -0.6 1482.4
-1.8 -0.55 1444.25
-1.8 -0.5 1406.6
-1.8 -0.45 1369.45
-1.8 -0.4 1332.8
-1.8 -0.35 1296.65
-1.8 -0.3 1261
-1.8 -0.25 1225.85
-1.8 -0.2 1191.2
-1.8 -0.15 1157.05
-1.8 -0.1 1123.4
-1.8 -0.05 1090.25
-1.8 1.20737e-15 1057.6
-1.8 0.05 1025.45
-1.8 0.1 993.8
-1.8 0.15 962.65
-1.8 0.2 932
-1.8 0.25 901.85
-1.8 0.3 872.2
-1.8 0.35 843.05
-1.8 0.4 814.4
-1.8 0.45 786.25
-1.8 0.5 758.6
-1.8 0.55 731.45
-1.8 0.6 704.8
-1.8 0.65 678.65
-1.8 0.7 653
-1.8 0.75 627.85
-1.8 0.8 603.2
-1.8 0.85 579.05
-1.8 0.9 555.4
-1.8 0.95 532.25
-1.8 1 509.6
-1.8 1.05 487.45
-1.8 1.1 465.8
-1.8 1.15 444.65
-1.8 1.2 424
-1.8 1.25 403.85
-1.8 1.3 384.2
-1.8 1.35 365.05
-1.8 1.4 346.4
-1.8 1.45 328.25
-1.8 1.5 310.6
-1.8 1.55 293.45
-1.8 1.6 276.8
-1.8 1.65 260.65
-1.8 1.7 245
-1.8 1.75 229.85
-1.8 1.8 215.2
-1.8 1.85 201.05
-1.8 1.9 187.4
-1.8 1.95 174.25
-1.8 2 161.6
-1.75 -2 2570.45
-1.75 -1.95 2520.08
-1.75 -1.9 2470.2
-1.75 -1.85 2420.83
-1.75 -1.8 2371.95
-1.75 -1.75 2323.58
-1.75 -1.7 2275.7
-1.75 -1.65 2228.33
-1.75 -1.6 2181.45
-1.75 -1.55 2135.08
-1.75 -1.5 2089.2
-1.75 -1.45 2043.83
-1.75 -1.4 1998.95
-1.75 -1.35 1954.58
-1.75 -1.3 1910.7
-1.75 -1.25 1867.33
-1.75 -1.2 1824.45
-1.75 -1.15 1782.08
-1.75 -1.1 1740.2
-1.75 -1.05 1698.83
-1.75 -1 1657.95
-1.75 -0.95 1617.58
-1.75 -0.9 1577.7
-1.75 -0.85 1538.33
-1.75 -0.8 1499.45
-1.75 -0.75 1461.08
-1.75 -0.7 1423.2
-1.75 -0.65 1385.83
-1.75 -0.6 1348.95
-1.75 -0.55 1312.58
-1.75 -0.5 1276.7
-1.75 -0.45 1241.33
-1.75 -0.4 1206.45
-1.75 -0.35 1172.08
-1.75 -0.3 1138.2
-1.75 -0.25 1104.83
-1.75 -0.2 1071.95
-1.75 -0.15 1039.58
-1.75 -0.1 1007.7
-1.75 -0.05 976.328
-1.75 1.20737e-15 945.453
-1.75 0.05 915.078
-1.75 0.1 885.203
-1.75 0.15 855.828
-1.75 0.2 826.953
-1.75 0.25 798.578
-1.75 0.3 770.703
-1.75 0.35 743.328
-1.75 0.4 716.453
-1.75 0.45 690.078
-1.75 0.5 664.203
-1.75 0.55 638.828
-1.75 0.6 613.953
-1.75 0.65 589.578
-1.75 0.7 565.703
-1.75 0.75 542.328
-1.75 0.8 519.453
-1.75 0.85 497.078
-1.75 0.9 475.203
-1.75 0.95 453.828
-1.75 1 432.953
-1.75 1.05 412.578
-1.75 1.1 392.703
-1.75 1.15 373.328
-1.75 1.2 354.453
-1.75 1.25 336.078
-1.75 1.3 318.203
-1.75 1.35 300.828
-1.75 1.4 283.953
-1.75 1.45 267.578
-1.75 1.5 251.703
-1.75 1.55 236.328
-1.75 1.6 221.453
-1.75 1.65 207.078
-1.75 1.7 193.203
-1.75 1.75 179.828
-1.75 1.8 166.953
-1.75 1.85 154.578
-1.75 1.9 142.703
-1.75 1.95 131.328
-1.75 2 120.453
-1.7 -2 2398.5
-1.7 -1.95 2349.85
-1.7 -1.9 2301.7
-1.7 -1.85 2254.05
-1.7 -1.8 2206.9
-1.7 -1.75 2160.25
-1.7 -1.7 2114.1
-1.7 -1.65 2068.45
-1.7 -1.6 2023.3
-1.7 -1.55 1978.65
-1.7 -1.5 1934.5
-1.7 -1.45 1890.85
-1.7 -1.4 1847.7
-1.7 -1.35 1805.05
-1.7 -1.3 1762.9
-1.7 -1.25 1721.25
-1.7 -1.2 1680.1
-1.7 -1.15 1639.45
-1.7 -1.1 1599.3
-1.7 -1.05 1559.65
-1.7 -1 1520.5
-1.7 -0.95 1481.85
-1.7 -0.9 1443.7
-1.7 -0.85 1406.05
-1.7 -0.8 1368.9
-1.7 -0.75 1332.25
-1.7 -0.7 1296.1
-1.7 -0.65 1260.45
-1.7 -0.6 1225.3
-1.7 -0.55 1190.65
-1.7 -0.5 1156.5
-1.7 -0.45 1122.85
-1.7 -0.4 1089.7
-1.7 -0.35 1057.05
-1.7 -0.3 1024.9
-1.7 -0.25 993.25
-1.7 -0.2 962.1
-1.7 -0.15 931.45
-1.7 -0.1 901.3
-1.7 -0.05 871.65
-1.7 1.20737e-15 842.5
-1.7 0.05 813.85
-1.7 0.1 785.7
-1.7 0.15 758.05
-1.7 0.2 730.9
-1.7 0.25 704.25
-1.7 0.3 678.1
-1.7 0.35 652.45
-1.7 0.4 627.3
-1.7 0.45 602.65
-1.7 0.5 578.5
-1.7 0.55 554.85
-1.7 0.6 531.7
-1.7 0.65 509.05
-1.7 0.7 486.9
-1.7 0.75 465.25
-1.7 0.8 444.1
-1.7 0.85 423.45
-1.7 0.9 403.3
-1.7 0.95 383.65
-1.7 1 364.5
-1.7 1.05 345.85
-1.7 1.1 327.7
-1.7 1.15 310.05
-1.7 1.2 292.9
-1.7 1.25 276.25
-1.7 1.3 260.1
-1.7 1.35 244.45
-1.7 1.4 229.3
-1.7 1.45 214.65
-1.7 1.5 200.5
-1.7 1.55 186.85
-1.7 1.6 173.7
-1.7 1.65 161.05
-1.7 1.7 148.9
-1.7 1.75 137.25
-1.7 1.8 126.1
-1.7 1.85 115.45
-1.7 1.9 105.3
-1.7 1.95 95.65
-1.7 2 86.5
-1.65 -2 2237.22
-1.65 -1.95 2190.25
-1.65 -1.9 2143.77
-1.65 -1.85 2097.8
-1.65 -1.8 2052.32
-1.65 -1.75 2007.35
-1.65 -1.7 1962.87
-1.65 -1.65 1918.9
-1.65 -1.6 1875.42
-1.65 -1.55 1832.45
-1.65 -1.5 1789.97
-1.65 -1.45 1748
-1.65 -1.4 1706.52
-1.65 -1.35 1665.55
-1.65 -1.3 1625.07
-1.65 -1.25 1585.1
-1.65 -1.2 1545.62
-1.65 -1.15 1506.65
-1.65 -1.1 1468.17
-1.65 -1.05 1430.2
-1.65 -1 1392.72
-1.65 -0.95 1355.75
-1.65 -0.9 1319.27
-1.65 -0.85 1283.3
-1.65 -0.8 1247.82
-1.65 -0.75 1212.85
-1.65 -0.7 1178.37
-1.65 -0.65 1144.4
-1.65 -0.6 1110.92
-1.65 -0.55 1077.95
-1.65 -0.5 1045.47
-1.65 -0.45 1013.5
-1.65 -0.4 982.023
-1.65 -0.35 951.048
-1.65 -0.3 920.573
-1.65 -0.25 890.598
-1.65 -0.2 861.123
-1.65 -0.15 832.148
-1.65 -0.1 803.673
-1.65 -0.05 775.698
-1.65 1.20737e-15 748.223
-1.65 0.05 721.248
-1.65 0.1 694.773
-1.65 0.15 668.798
-1.65 0.2 643.323
-1.65 0.25 618.348
-1.65 0.3 593.873
-1.65 0.35 569.898
-1.65 0.4 546.423
-1.65 0.45 523.448
-1.65 0.5 500.973
-1.65 0.55 478.998
-1.65 0.6 457.523
-1.65 0.65 436.548
-1.65 0.7 416.073
-1.65 0.75 396.098
-1.65 0.8 376.623
-1.65 0.85 357.648
-1.65 0.9 339.173
-1.65 0.95 321.198
-1.65 1 303.723
-1.65 1.05 286.748
-1.65 1.1 270.273
-1.65 1.15 254.298
-1.65 1.2 238.823
-1.65 1.25 223.848
-1.65 1.3 209.373
-1.65 1.35 195.398
-1.65 1.4 181.923
-1.65 1.45 168.948
-1.65 1.5 156.473
-1.65 1.55 144.498
-1.65 1.6 133.023
-1.65 1.65 122.048
-1.65 1.7 111.573
-1.65 1.75 101.598
-1.65 1.8 92.1231
-1.65 1.85 83.1481
-1.65 1.9 74.6731
-1.65 1.95 66.6981
-1.65 2 59.2231
-1.6 -2 2086.12
-1.6 -1.95 2040.77
-1.6 -1.9 1995.92
-1.6 -1.85 1951.57
-1.6 -1.8 1907.72
-1.6 -1.75 1864.37
-1.6 -1.7 1821.52
-1.6 -1.65 1779.17
-1.6 -1.6 1737.32
-1.6 -1.55 1695.97
-1.6 -1.5 1655.12
-1.6 -1.45 1614.77
-1.6 -1.4 1574.92
-1.6 -1.35 1535.57
-1.6 -1.3 1496.72
-1.6 -1.25 1458.37
-1.6 -1.2 1420.52
-1.6 -1.15 1383.17
-1.6 -1.1 1346.32
-1.6 -1.05 1309.97
-1.6 -1 1274.12
-1.6 -0.95 1238.77
-1.6 -0.9 1203.92
-1.6 -0.85 1169.57
-1.6 -0.8 1135.72
-1.6 -0.75 1102.37
-1.6 -0.7 1069.52
-1.6 -0.65 1037.17
-1.6 -0.6 1005.32
-1.6 -0.55 973.97
-1.6 -0.5 943.12
-1.6 -0.45 912.77
-1.6 -0.4 882.92
-1.6 -0.35 853.57
-1.6 -0.3 824.72
-1.6 -0.25 796.37
-1.6 -0.2 768.52
-1.6 -0.15 741.17
-1.6 -0.1 714.32
-1.6 -0.05 687.97
-1.6 1.20737e-15 662.12
-1.6 0.05 636.77
-1.6 0.1 611.92
-1.6 0.15 587.57
-1.6 0.2 563.72
-1.6 0.25 540.37
-1.6 0.3 517.52
-1.6 0.35 495.17
-1.6 0.4 473.32
-1.6 0.45 451.97
-1.6 0.5 431.12
-1.6 0.55 410.77
-1.6 0.6 390.92
-1.6 0.65 371.57
-1.6 0.7 352.72
-1.6 0.75 334.37
-1.6 0.8 316.52
-1.6 0.85 299.17
-1.6 0.9 282.32
-1.6 0.95 265.97
-1.6 1 250.12
-1.6 1.05 234.77
-1.6 1.1 219.92
-1.6 1.15 205.57
-1.6 1.2 191.72
-1.6 1.25 178.37
-1.6 1.3 165.52
-1.6 1.35 153.17
-1.6 1.4 141.32
-1.6 1.45 129.97
-1.6 1.5 119.12
-1.6 1.55 108.77
-1.6 1.6 98.92
-1.6 1.65 89.57
-1.6 1.7 80.72
-1.6 1.75 72.37
-1.6 1.8 64.52
-1.6 1.85 57.17
-1.6 1.9 50.32
-1.6 1.95 43.97
-1.6 2 38.12
-1.55 -2 1944.7
-1.55 -1.95 1900.93
-1.55 -1.9 1857.65
-1.55 -1.85 1814.88
-1.55 -1.8 1772.6
-1.55 -1.75 1730.83
-1.55 -1.7 1689.55
-1.55 -1.65 1648.78
-1.55 -1.6 1608.5
-1.55 -1.55 1568.73
-1.55 -1.5 1529.45
-1.55 -1.45 1490.68
-1.55 -1.4 1452.4
-1.55 -1.35 1414.63
-1.55 -1.3 1377.35
-1.55 -1.25 1340.58
-1.55 -1.2 1304.3
-1.55 -1.15 1268.53
-1.55 -1.1 1233.25
-1.55 -1.05 1198.48
-1.55 -1 1164.2
-1.55 -0.95 1130.43
-1.55 -0.9 1097.15
-1.55 -0.85 1064.38
-1.55 -0.8 1032.1
-1.55 -0.75 1000.33
-1.55 -0.7 969.053
-1.55 -0.65 938.278
-1.55 -0.6 908.003
-1.55 -0.55 878.228
-1.55 -0.5 848.953
-1.55 -0.45 820.178
-1.55 -0.4 791.903
-1.55 -0.35 764.128
-1.55 -0.3 736.853
-1.55 -0.25 710.078
-1.55 -0.2 683.803
-1.55 -0.15 658.028
-1.55 -0.1 632.753
-1.55 -0.05 607.978
-1.55 1.20737e-15 583.703
-1.55 0.05 559.928
-1.55 0.1 536.653
-1.55 0.15 513.878
-1.55 0.2 491.603
-1.55 0.25 469.828
-1.55 0.3 448.553
-1.55 0.35 427.778
-1.55 0.4 407.503
-1.55 0.45 387.728
-1.55 0.5 368.453
-1.55 0.55 349.678
-1.55 0.6 331.403
-1.55 0.65 313.628
-1.55 0.7 296.353
-1.55 0.75 279.578
-1.55 0.8 263.303
-1.55 0.85 247.528
-1.55 0.9 232.253
-1.55 0.95 217.478
-1.55 1 203.203
-1.55 1.05 189.428
-1.55 1.1 176.153
-1.55 1.15 163.378
-1.55 1.2 151.103
-1.55 1.25 139.328
-1.55 1.3 128.053
-1.55 1.35 117.278
-1.55 1.4 107.003
-1.55 1.45 97.2281
-1.55 1.5 87.9531
-1.55 1.55 79.1781
-1.55 1.6 70.9031
-1.55 1.65 63.1281
-1.55 1.7 55.8531
-1.55 1.75 49.0781
-1.55 1.8 42.8031
-1.55 1.85 37.0281
-1.55 1.9 31.7531
-1.55 1.95 26.9781
-1.55 2 22.7031
-1.5 -2 1812.5
-1.5 -1.95 1770.25
-1.5 -1.9 1728.5
-1.5 -1.85 1687.25
-1.5 -1.8 1646.5
-1.5 -1.75 1606.25
-1.5 -1.7 1566.5
-1.5 -1.65 1527.25
-1.5 -1.6 1488.5
-1.5 -1.55 1450.25
-1.5 -1.5 1412.5
-1.5 -1.45 1375.25
-1.5 -1.4 1338.5
-1.5 -1.35 1302.25
-1.5 -1.3 1266.5
-1.5 -1.25 1231.25
-1.5 -1.2 1196.5
-1.5 -1.15 1162.25
-1.5 -1.1 1128.5
-1.5 -1.05 1095.25
-1.5 -1 1062.5
-1.5 -0.95 1030.25
-1.5 -0.9 998.5
-1.5 -0.85 967.25
-1.5 -0.8 936.5
-1.5 -0.75 906.25
-1.5 -0.7 876.5
-1.5 -0.65 847.25
-1.5 -0.6 818.5
-1.5 -0.55 790.25
-1.5 -0.5 762.5
-1.5 -0.45 735.25
-1.5 -0.4 708.5
-1.5 -0.35 682.25
-1.5 -0.3 656.5
-1.5 -0.25 631.25
-1.5 -0.2 606.5
-1.5 -0.15 582.25
-1.5 -0.1 558.5
-1.5 -0.05 535.25
-1.5 1.20737e-15 512.5
-1.5 0.05 490.25
-1.5 0.1 468.5
-1.5 0.15 447.25
-1.5 0.2 426.5
-1.5 0.25 406.25
-1.5 0.3 386.5
-1.5 0.35 367.25
-1.5 0.4 348.5
-1.5 0.45 330.25
-1.5 0.5 312.5
-1.5 0.55 295.25
-1.5 0.6 278.5
-1.5 0.65 262.25
-1.5 0.7 246.5
-1.5 0.75 231.25
-1.5 0.8 216.5
-1.5 0.85 202.25
-1.5 0.9 188.5
-1.5 0.95 175.25
-1.5 1 162.5
-1.5 1.05 150.25
-1.5 1.1 138.5
-1.5 1.15 127.25
-1.5 1.2 116.5
-1.5 1.25 106.25
-1.5 1.3 96.5
-1.5 1.35 87.25
-1.5 1.4 78.5
-1.5 1.45 70.25
-1.5 1.5 62.5
-1.5 1.55 55.25
-1.5 1.6 48.5
-1.5 1.65 42.25
-1.5 1.7 36.5
-1.5 1.75 31.25
-1.5 1.8 26.5
-1.5 1.85 22.25
-1.5 1.9 18.5
-1.5 1.95 15.25
-1.5 2 12.5
-1.45 -2 1689.05
-1.45 -1.95 1648.28
-1.45 -1.9 1608
-1.45 -1.85 1568.23
-1.45 -1.8 1528.95
-1.45 -1.75 1490.18
-1.45 -1.7 1451.9
-1.45 -1.65 1414.13
-1.45 -1.6 1376.85
-1.45 -1.55 1340.08
-1.45 -1.5 1303.8
-1.45 -1.45 1268.03
-1.45 -1.4 1232.75
-1.45 -1.35 1197.98
-1.45 -1.3 1163.7
-1.45 -1.25 1129.93
-1.45 -1.2 1096.65
-1.45 -1.15 1063.88
-1.45 -1.1 1031.6
-1.45 -1.05 999.828
-1.45 -1 968.553
-1.45 -0.95 937.778
-1.45 -0.9 907.503
-1.45 -0.85 877.728
-1.45 -0.8 848.453
-1.45 -0.75 819.678
-1.45 -0.7 791.403
-1.45 -0.65 763.628
-1.45 -0.6 736.353
-1.45 -0.55 709.578
-1.45 -0.5 683.303
-1.45 -0.45 657.528
-1.45 -0.4 632.253
-1.45 -0.35 607.478
-1.45 -0.3 583.203
-1.45 -0.25 559.428
-1.45 -0.2 536.153
-1.45 -0.15 513.378
-1.45 -0.1 491.103
-1.45 -0.05 469.328
-1.45 1.20737e-15 448.053
-1.45 0.05 427.278
-1.45 0.1 407.003
-1.45 0.15 387.228
-1.45 0.2 367.953
-1.45 0.25 349.178
-1.45 0.3 330.903
-1.45 0.35 313.128
-1.45 0.4 295.853
-1.45 0.45 279.078
-1.45 0.5 262.803
-1.45 0.55 247.028
-1.45 0.6 231.753
-1.45 0.65 216.978
-1.45 0.7 202.703
-1.45 0.75 188.928
-1.45 0.8 175.653
-1.45 0.85 162.878
-1.45 0.9 150.603
-1.45 0.95 138.828
-1.45 1 127.553
-1.45 1.05 116.778
-1.45 1.1 106.503
-1.45 1.15 96.7281
-1.45 1.2 87.4531
-1.45 1.25 78.6781
-1.45 1.3 70.4031
-1.45 1.35 62.6281
-1.45 1.4 55.3531
-1.45 1.45 48.5781
-1.45 1.5 42.3031
-1.45 1.55 36.5281
-1.45 1.6 31.2531
-1.45 1.65 26.4781
-1.45 1.7 22.2031
-1.45 1.75 18.4281
-1.45 1.8 15.1531
-1.45 1.85 12.3781
-1.45 1.9 10.1031
-1.45 1.95 8.32812
-1.45 2 7.05312
-1.4 -2 1573.92
-1.4 -1.95 1534.57
-1.4 -1.9 1495.72
-1.4 -1.85 1457.37
-1.4 -1.8 1419.52
-1.4 -1.75 1382.17
-1.4 -1.7 1345.32
-1.4 -1.65 1308.97
-1.4 -1.6 1273.12
-1.4 -1.55 1237.77
-1.4 -1.5 1202.92
-1.4 -1.45 1168.57
-1.4 -1.4 1134.72
-1.4 -1.35 1101.37
-1.4 -1.3 1068.52
-1.4 -1.25 1036.17
-1.4 -1.2 1004.32
-1.4 -1.15 972.97
-1.4 -1.1 942.12
-1.4 -1.05 911.77
-1.4 -1 881.92
-1.4 -0.95 852.57
-1.4 -0.9 823.72
-1.4 -0.85 795.37
-1.4 -0.8 767.52
-1.4 -0.75 740.17
-1.4 -0.7 713.32
-1.4 -0.65 686.97
-1.4 -0.6 661.12
-1.4 -0.55 635.77
-1.4 -0.5 610.92
-1.4 -0.45 586.57
-1.4 -0.4 562.72
-1.4 -0.35 539.37
-1.4 -0.3 516.52
-1.4 -0.25 494.17
-1.4 -0.2 472.32
-1.4 -0.15 450.97
-1.4 -0.1 430.12
-1.4 -0.05 409.77
-1.4 1.20737e-15 389.92
-1.4 0.05 370.57
-1.4 0.1 351.72
-1.4 0.15 333.37
-1.4 0.2 315.52
-1.4 0.25 298.17
-1.4 0.3 281.32
-1.4 0.35 264.97
